"","road","par17nm","ave"
"2211","Moorland Road","Adamsdown",0.04511
"2212","Moorland Road","Splott",0.0401734482758621
"2213","Moors Lane","Splott",0.10577
"2214","Morel Court","Grangetown",0.142188571428571
"2215","Morfa Crescent","Trowbridge",0.189377307692308
"2216","Morgan Street","Adamsdown",0.00634666666666667
"2217","Morlais Street","Roath",0.202074210526316
"2218","Morris Avenue","Llanishen",0.121107228915663
"2219","Morris Finer Close","Caerau",0.157926176470588
"2220","Mortimer Road","Pontcanna",0.0443913888888889
"2221","Mostyn Road","Ely",0.0862538461538462
"2222","Mostyn Square","Llanishen",0.072881875
"2223","Mount Pleasant Avenue","Llanrumney",0.181815714285714
"2224","Mount Pleasant Avenue","Rumney",0.23445
"2225","Mount Pleasant Lane","Llanrumney",0.0498777777777778
"2226","Mount St Denys","Lisvane",0.353438260869565
"2227","Mount Stuart Square","Butetown",0.0589856140350877
"2228","Mountbatten Close","Cyncoed",0.173108055555556
"2229","Moy Road","Roath",0.00969067567567568
"2230","Muirton Road","Tremorfa",0.220808414634146
"2231","Mulberry Drive","Pontprennau",0.146215
"2232","Mullins Avenue","Rumney",0.206290666666667
"2233","Mullins Avenue","Trowbridge",0.11385
"2234","Mundy Place","Cathays",0.0222564705882353
"2235","Mur Gwyn","Rhiwbina",0.136483928571429
"2236","Murrayfield Road","Heath",0.184205666666667
"2237","Murrel Close","Caerau",0.0971792592592593
"2238","Museum Avenue","Castle",0.405511428571429
"2239","Museum Place","Castle",0.0788705882352941
"2240","Mylo-Griffiths Close","Llandaff",0.17618125
"2241","Mynachdy Road","Gabalfa",0.067359797979798
"2242","Mynachdy Road","Llandaff North",0.18824320754717
"2243","Nant-Fawr Close","Cyncoed",0.270658461538462
"2244","Nant-Fawr Crescent","Cyncoed",0.203788709677419
"2245","Nant-Fawr Road","Cyncoed",0.217676129032258
"2246","Nant-y-Drope","St. Fagans",0.206954210526316
"2247","Nant Walla","Rhiwbina",0.353524
"2248","Nant y Dowlais","Ely",0.045585
"2249","Nant y Pepra","Ely",0.0791457142857143
"2250","Nant y Plac","Ely",0.0935366666666667
"2251","Nant y Rhos","Ely",0.20716
"2252","Nant y Rhos","St. Fagans",0.2459475
"2253","Nant y Wedal","Cathays",0.2331388
"2254","Nant yr Arthur","Ely",0.09326
"2255","Nant yr Ely","Ely",0.08264
"2256","Narberth Road","Caerau",0.0953389361702128
"2257","Naseby Close","Pontprennau",0.40724625
"2258","Nasturtium Way","Pontprennau",0.113413333333333
"2259","Neath Street","Splott",0.00991266666666667
"2260","Neilson Close","Splott",0.12603
"2261","Nesta Road","Canton",0.014355
"2262","Nettlefold Road","Splott",0.203614
"2263","Neville Place","Riverside",0.121303846153846
"2264","Neville Street","Riverside",0.0752615909090909
"2265","Nevin Crescent","Rumney",0.144714255319149
"2266","New George Street","Butetown",0.0388694117647059
"2267","New Road","Rumney",0.228579441860465
"2268","New Zealand Road","Gabalfa",0.231967704918033
"2269","Newborough Avenue","Llanishen",0.352624142857143
"2270","Newent Road","Trowbridge",0.250353333333333
"2271","Newfoundland Road","Gabalfa",0.0863539285714286
"2272","Newgale Place","Caerau",0.0885146153846154
"2273","Newlands Road","Trowbridge",0.289982222222222
"2274","Newminster Road","Penylan",0.179719615384615
"2275","Newport Road","Adamsdown",0.0931937333333333
"2276","Newport Road","Castle",0.095195625
"2277","Newport Road","Llanrumney",0.336852213114754
"2278","Newport Road","Old St. Mellons",0.334708251748252
"2279","Newport Road","Penylan",0.0615159903381643
"2280","Newport Road","Roath",0.132981957671958
"2281","Newport Road","Rumney",0.21407464516129
"2282","Newport Road","Trowbridge",0.433811304347826
"2283","Newport Street","Grangetown",0.0594515789473684
"2284","Newton Road","Canton",0.02336
"2285","Newton Road","Grangetown",0.01410875
"2286","Newton Road","Trowbridge",0.1249525
"2287","Neyland Place","Caerau",0.132297407407407
"2288","Nicholas Close","Radyr and Morganstown",0.0254366666666667
"2289","Nicholson Webb Close","Llandaff",0.151888636363636
"2290","Ninian Park Road","Riverside",0.024338031496063
"2291","Ninian Road","Roath",0.354709424460432
"2292","Nora Street","Adamsdown",0.072618125
"2293","Norbury Avenue","Fairwater",0.054885
"2294","Norbury Road","Fairwater",0.0769593103448276
"2295","Norfolk Street","Canton",0.00745
"2296","Norman Road","Whitchurch",0.0746968421052632
"2297","Norman Street","Cathays",0.067485
"2298","Norrell Close","Canton",0.04843
"2299","North Church Street","Butetown",0.109058181818182
"2300","North Clive Street","Grangetown",0.0283204255319149
"2301","North Edward Street","Castle",0.0146547058823529
"2302","North Luton Place","Adamsdown",0.0112145454545455
"2303","North Morgan Street","Riverside",0.00535625
"2304","North Park Road","Splott",0.165506
"2305","North Park Road","Tremorfa",0.256882222222222
"2306","North Rise","Llanishen",0.144386888888889
"2307","North Road","Castle",0.289491879194631
"2308","North Road","Cathays",0.160267216494845
"2309","North Road","Gabalfa",0.114693114035088
"2310","North Road","Heath",0.0924
"2311","North Road","Llandaff North",0.219733333333333
"2312","North Road","Whitchurch",0.226994615384615
"2313","North Street","Grangetown",0.00427
"2314","Northam Avenue","Llanrumney",0.1448055
"2315","Northcote Lane","Roath",0.0649289473684211
"2316","Northcote Street","Roath",0.0322455
"2317","Northern Avenue","Heath",0.234165344827586
"2318","Northlands","Rumney",0.0406395454545455
"2319","Northumberland Street","Canton",0.00635470588235294
"2320","Norton Avenue","Heath",0.0490526666666667
"2321","Norwood","Thornhill",0.128139074074074
"2322","Nottage Road","Ely",0.153780526315789
"2323","Nottingham Street","Canton",0.0138705
"2324","O'Leary Drive","Grangetown",0.294571666666667
"2325","Oak Tree Close","Radyr and Morganstown",0.09045375
"2326","Oak Way","Fairwater",0.181818947368421
"2327","Oak Wood Avenue","Penylan",0.124626235294118
"2328","Oakdene Close","Cyncoed",0.291540769230769
"2329","Oakfield Road","Roath",0.0385926666666667
"2330","Oakfield Street","Roath",0.315510862068966
"2331","Oakford Close","Pontprennau",0.12411
"2332","Oaklands Close","Trowbridge",0.0981214285714286
"2333","Oakleafe Drive","Pontprennau",0.104926666666667
"2334","Oakmead Close","Pontprennau",0.090645
"2335","Oakmeadow Drive","Trowbridge",0.136089130434783
"2336","Oakridge","Thornhill",0.138952352941176
"2337","Ocean Way","Butetown",0.4793
"2338","Ocean Way","Splott",0.280986024844721
"2339","Ochr y Coed","Thornhill",0.411493333333333
"2340","Ogmore Road","Caerau",0.1074035
"2341","Ogwen Drive","Cyncoed",0.19254
"2342","Okehampton Avenue","Llanrumney",0.0957596551724138
"2343","Old Church Road","Heath",0.15843
"2344","Old Church Road","Whitchurch",0.153090461538462
"2345","Old Clipper Road","Butetown",0.00012
"2346","Old Hill","Old St. Mellons",0.599906666666667
"2347","Old Hill","Rumney",0.16966
"2348","Old Mill Road","Lisvane",0.809154571428571
"2349","Old Newport Road","Old St. Mellons",0.486681
"2350","Old Port Road","Wenvoe",0.633195454545455
"2351","Old School Road","Caerau",0.073817
"2352","Old Vicarage Close","Llanishen",0.127655714285714
"2353","Ollivant Close","Llandaff",0.1859125
"2354","Ontario Way","Cyncoed",0.287847727272727
"2355","Orange Grove","Fairwater",0.13544306122449
"2356","Orbit Street","Adamsdown",0.0327541666666667
"2357","Orchard Castle","Thornhill",0.293618431372549
"2358","Orchard Court","Lisvane",0.182208
"2359","Orchard Drive","Whitchurch",0.514680833333333
"2360","Orchard Grove","Radyr and Morganstown",0.22681
"2361","Orchard Park","Trowbridge",0.134213111111111
"2362","Orchard Place","Pontcanna",0.0186405882352941
"2363","Orchid Close","Trowbridge",0.135347142857143
"2364","Ordell Street","Splott",0.00475269230769231
"2365","Oregano Close","Trowbridge",0.0999314285714286
"2366","Orhcard Drive","Whitchurch",0.1425
"2367","Ormonde Close","Penylan",0.161194166666667
"2368","Osborne Square","Grangetown",0.3117525
"2369","Osprey Close","Trowbridge",0.142517
"2370","Oswestry Close","Rumney",0.206526
"2371","Othery Place","Llanrumney",0.154860555555556
"2372","Overstone Court","Butetown",0.0802405882352941
"2373","Ovington Terrace","Canton",0.100727916666667
"2374","Owain Close","Cyncoed",0.293058
"2375","Oxford Lane","Roath",0.0924521875
"2376","Oxford Street","Roath",0.0908635714285714
"2377","Oxwich Close","Fairwater",0.187906111111111
"2378","Pace Close","Llandaff",0.13124
"2379","Pacific Road","Splott",0.0960523684210526
"2380","Padarn Close","Cyncoed",0.103971052631579
"2381","Page Drive","Tremorfa",0.0940427586206897
"2382","Paget Street","Grangetown",0.158422181818182
"2383","Palace Avenue","Llandaff",0.0609164285714286
"2384","Palace Road","Llandaff",0.21299511627907
"2385","Pallot Way","Tremorfa",0.0988335
"2386","Palmers Drive","Caerau",0.175724444444444
"2387","Pant Glas","Pentwyn",0.132860759493671
"2388","Pant Tawel Lane","Radyr and Morganstown",0.660659833333333
"2389","Pant y Deri Close","Caerau",0.11636875
"2390","Pant yr Wyn","Penylan",0.146265384615385
"2391","Pantbach Avenue","Heath",0.164698461538462
"2392","Pantbach Place","Heath",0.0787907142857143
"2393","Pantbach Road","Heath",0.119233898305085
"2394","Panteg Close","Ely",0.1882108
"2395","Pantmawr Road","Rhiwbina",0.430406320754717
"2396","Pantmawr Road","Whitchurch",0.172864583333333
"2397","Paper Mill Road","Canton",0.3454972
"2398","Parc Tŷ Glas","Llanishen",0.161004152542373
"2399","Park Avenue","Wenvoe",0.198726875
"2400","Park Avenue","Whitchurch",0.0988751851851852
"2401","Park Crescent","Whitchurch",0.171299
"2402","Park End Court","Cyncoed",0.30813625
"2403","Park End Lane","Cyncoed",0.361773157894737
"2404","Park Grove","Castle",0.167721333333333
"2405","Park Lane","Whitchurch",0.227954871794872
"2406","Park Place","Castle",0.181162727272727
"2407","Park Road","Radyr and Morganstown",0.195917547169811
"2408","Park Road","Whitchurch",0.419604090909091
"2409","Park Street","Castle",0.0116558064516129
"2410","Park View Court","Whitchurch",0.204804285714286
"2411","Parker Place","Ely",0.0752851724137931
"2412","Parker Road","Ely",0.137041282051282
"2413","Parkfield Place","Gabalfa",0.142226315789474
"2414","Parkstone Avenue","Old St. Mellons",0.251996666666667
"2415","Parkwall Road","Pontprennau",0.641000833333333
"2416","Parkway","Trowbridge",0.167481666666667
"2417","Parracombe Close","Llanrumney",0.06342
"2418","Parracombe Crescent","Llanrumney",0.131762647058824
"2419","Parry Street","Canton",0.0127116666666667
"2420","Partridge Road","Roath",0.23076
"2421","Pascal Close","Trowbridge",0.0358675
"2422","Patchway Crescent","Llanrumney",0.110333103448276
"2423","Patreane Way","Ely",0.234895423728814
"2424","Patterdale Close","Penylan",0.190511111111111
"2425","Pavaland Close","Trowbridge",0.150380625
"2426","Peach Place","Fairwater",0.144003333333333
"2427","Pearce Close","Trowbridge",0.187156666666667
"2428","Pearl Place","Adamsdown",0.08685
"2429","Pearl Street","Adamsdown",0.025744625
"2430","Pearson Street","Roath",0.0262307692307692
"2431","Peckham Close","Llandaff",0.100591333333333
"2432","Pedair Erw Road","Heath",0.235911052631579
"2433","Pellett Street","Adamsdown",0.003655
"2434","Pembroke Road","Canton",0.0187513513513514
"2435","Pen-y-Bryn Place","Gabalfa",0.271271111111111
"2436","Pen-y-Bryn Road","Gabalfa",0.0562048148148148
"2437","Pen-y-Groes Avenue","Rhiwbina",0.11603
"2438","Pen-Y-Lan Place","Penylan",0.129295833333333
"2439","Pen-y-lan Road","Penylan",0.195633793103448
"2440","Pen-y-lan Road","Roath",0.2127162
"2441","Pen-Y-Lan Terrace","Penylan",0.183754545454545
"2442","Pen-Y-Wain Road","Roath",0.0408768918918919
"2443","Pen Lasgan","Trowbridge",0.0677528571428571
"2444","Pen y Bryn Road","Cyncoed",0.287374166666667
"2445","Pen Y Bryn Way","Gabalfa",0.176094117647059
"2446","Pen y Cefn","Thornhill",0.181741538461538
"2447","Pen y Darren Drive","Whitchurch",0.309867777777778
"2448","Pen y Dre","Rhiwbina",0.227514452554745
"2449","Pen y Graig","Rhiwbina",0.0880315384615385
"2450","Pen y groes Road","Rhiwbina",0.241681111111111
"2451","Pen Y Peel Road","Canton",0.0203408333333333
"2452","Pen y Wain Place","Roath",0.0545257142857143
"2453","Penally Road","Caerau",0.217441071428571
"2454","Penarth Road","Butetown",0.0459114285714286
"2455","Penarth Road","Castle",0.00504222222222222
"2456","Penarth Road","Grangetown",0.0881041825095057
"2457","Pencader Road","Ely",0.1524264
"2458","Pencisely Avenue","Canton",0.126852424242424
"2459","Pencisely Crescent","Canton",0.0840591304347826
"2460","Pencisely Rise","Canton",0.0937205714285714
"2461","Pencisely Road","Canton",0.197211851851852
"2462","Pencisely Road","Llandaff",0.263054822695035
"2463","Pendine Road","Ely",0.0763617948717949
"2464","Pendoylan Court","Ely",0.274541666666667
"2465","Pendragon Close","Thornhill",0.132654705882353
"2466","Pendraw Place","Cyncoed",0.203367777777778
"2467","Pendwyallt Road","Whitchurch",0.351599411764706
"2468","Pendyris Street","Grangetown",0.0443091666666667
"2469","Penedre","Llandaff",0.30211
"2470","Pengam Road","Tremorfa",0.0703375675675676
"2471","Pengwern Road","Ely",0.0668715909090909
"2472","Penhevad Street","Grangetown",0.0267678333333333
"2473","Penhill Close","Llandaff",0.274846428571429
"2474","Penhill Road","Llandaff",0.2696075
"2475","Penhill Road","Pontcanna",0.182583823529412
"2476","Penlline Court","Whitchurch",0.252223846153846
"2477","Penlline Road","Whitchurch",0.156509074074074
"2478","Penlline Street","Roath",0.0312776923076923
"2479","Penllyn Road","Canton",0.0487607692307692
"2480","Penmaen Walk","Ely",0.0706212
"2481","Penmark Green","Ely",0.233320303030303
"2482","Penmark Road","Ely",0.101356956521739
"2483","Pennant Crescent","Cyncoed",0.220647878787879
"2484","Pennard Place","Llandaff North",0.152364
"2485","Pennine Close","Llanishen",0.113755714285714
"2486","Pennsylvania","Llanedeyrn",0.296178053097345
"2487","Pennyroyal Close","Trowbridge",0.135605
"2488","Penrhos","Radyr and Morganstown",0.11546962962963
"2489","Penrhos Crescent","Rumney",0.171869523809524
"2490","Penrhyn Close","Trowbridge",0.0557084615384615
"2491","Pensarn Road","Trowbridge",0.0547691304347826
"2492","Pentre Gardens","Grangetown",0.142114893617021
"2493","Pentre Place","Grangetown",0.013385
"2494","Pentre Street","Grangetown",0.0586732
"2495","Pentrebane Road","Fairwater",0.172205140186916
"2496","Pentrebane Road","St. Fagans",0.228600612244898
"2497","Pentrebane Street","Grangetown",0.101899411764706
"2498","Pentwyn","Radyr and Morganstown",0.179391777777778
"2499","Pentwyn Drive","Pentwyn",0.4650299
"2500","Pentwyn Link Road","Old St. Mellons",0.497804545454545
"2501","Pentwyn Link Road","Pontprennau",0.578887142857143
"2502","Pentwyn Road","Cyncoed",0.2956675
"2503","Pentwyn Road","Pentwyn",0.316234752851711
"2504","Pentyrch Street","Cathays",0.0265667441860465
"2505","Penygarn Road","Ely",0.054242
"2506","Penylan Oval","Penylan",0.317402777777778
"2507","Peppermint Drive","Pontprennau",0.189798387096774
"2508","Pepys Crescent","Llanrumney",0.130838181818182
"2509","Percival Close","Thornhill",0.167622
"2510","Percy Street","Butetown",0.0494183333333333
"2511","Perrots Close","Fairwater",0.162439642857143
"2512","Petherton Mews","Llandaff",0.0592084210526316
"2513","Petherton Place","Llanrumney",0.0773641666666667
"2514","Pethybridge Road","Ely",0.0917947
"2515","Philip Close","Heath",0.0958544444444444
"2516","Philip Street","Riverside",0.243179
"2517","Phoenix Way","Heath",0.0871856363636364
"2518","Pickwick Close","Thornhill",0.17113125
"2519","Picton Place","Riverside",0.08093
"2520","Picton Walk","Riverside",0.0170271428571429
"2521","Piercefield Place","Adamsdown",0.013018
"2522","Pierhead Street","Butetown",0.0437228
"2523","Pilgrim Close","Radyr and Morganstown",0.10736
"2524","Pilton Place","Gabalfa",0.310911428571429
"2525","Pine Tree  Close","Radyr and Morganstown",0.154675
"2526","Pine Wood Crescent","Penylan",0.085984
"2527","Pinecrest Drive","Thornhill",0.185007794117647
"2528","Pinehurst Road","Fairwater",0.1744875
"2529","Piper Close","Llandaff",0.066344
"2530","Pipkin Close","Pontprennau",0.02695375
"2531","Pitman Street","Pontcanna",0.175641666666667
"2532","Pitmedden Close","Trowbridge",0.222548571428571
"2533","Planet Street","Adamsdown",0.00671357142857143
"2534","Plantagenet Street","Riverside",0.0193757575757576
"2535","Plas-Mawr Road","Fairwater",0.22385702970297
"2536","Plas Newydd","Whitchurch",0.207697272727273
"2537","Plas Treoda","Whitchurch",0.315726470588235
"2538","Plas y Biswail","Trowbridge",0.0973528571428571
"2539","Plas y Delyn","Lisvane",0.153338888888889
"2540","Plas y Llan","Whitchurch",0.23328125
"2541","Plas y Mynach","Radyr and Morganstown",0.125463225806452
"2542","Plasnewydd Place","Roath",0.0962575
"2543","Plasnewydd Road","Roath",0.0249710638297872
"2544","Plasnewydd Square","Roath",0.124191666666667
"2545","Plasturton Avenue","Pontcanna",0.298955925925926
"2546","Plasturton Gardens","Pontcanna",0.3194315
"2547","Plasturton Place","Pontcanna",0.1896335
"2548","Plymouth Dr","Radyr and Morganstown",0.311331052631579
"2549","Plymouth Wood Close","Ely",0.325658536585366
"2550","Plymouth Wood Crescent","Ely",0.06852125
"2551","Plymouth Wood Road","Ely",0.096170125
"2552","Pomeroy Street","Butetown",0.0750974285714286
"2553","Pommergelli Road","Llandaff North",0.0966
"2554","Pontcanna Mews","Pontcanna",0.0243033333333333
"2555","Pontcanna Place","Pontcanna",0.002926
"2556","Pontcanna Street","Pontcanna",0.135721034482759
"2557","Pontfaen","Cyncoed",0.454041111111111
"2558","Pontrilas Close","Ely",0.063984
"2559","Poplar Close","Fairwater",0.039238
"2560","Poplar Road","Fairwater",0.13459085106383
"2561","Poppyfield Close","Trowbridge",0.130135454545455
"2562","Porlock Road","Llanrumney",0.182612272727273
"2563","Port Madoc Road","Trowbridge",0.08045
"2564","Port Road","Ely",0.3140575
"2565","Port Road","Wenvoe",0.3212995
"2566","Portfield Crescent","Llanishen",0.2437212
"2567","Porth Teigr","Butetown",0.12762
"2568","Porthamal Gardens","Rhiwbina",0.237149375
"2569","Porthamal Road","Rhiwbina",0.14967431372549
"2570","Porthcawl Road","Caerau",0.0722506451612903
"2571","Porthkerry Place","Gabalfa",0.0620821428571429
"2572","Portland Place","Lisvane",0.4767725
"2573","Portmanmoor Road","Splott",0.156741147540984
"2574","Powderham Drive","Grangetown",0.210478472222222
"2575","Prendergast Place","Caerau",0.0294992857142857
"2576","Prestatyn Road","Trowbridge",0.0947036363636364
"2577","Preswylfa Street","Canton",0.0241236363636364
"2578","Priest Road","Adamsdown",0.097398
"2579","Primrose Close","Rumney",0.058015
"2580","Prince Leopold Street","Adamsdown",0.106222857142857
"2581","Princes Avenue","Roath",0.094894
"2582","Princes Court","Roath",0.0960436363636364
"2583","Princes Street","Roath",0.246158604651163
"2584","Pritchard Close","Llandaff",0.0564409090909091
"2585","Prospect Drive","Llandaff",0.2191972
"2586","Pum Erw Road","Heath",0.0959135
"2587","Purbeck Street","Canton",0.122751666666667
"2588","Purcell Road","Llanrumney",0.197110588235294
"2589","Pwll Mawr Avenue","Rumney",0.210587
"2590","Pwllmelin Lane","Llandaff",0.425983333333333
"2591","Pwllmelin Road","Fairwater",0.273347177419355
"2592","Pwllmelin Road","Llandaff",0.291332957746479
"2593","Pyle Road","Caerau",0.141717058823529
"2594","Quarry Close","Fairwater",0.102545555555556
"2595","Quarry Crescent","Fairwater",0.191078
"2596","Quarry Dale","Rumney",0.115368965517241
"2597","Quay Street","Castle",0.0423385714285714
"2598","Queen Anne Square","Cathays",0.197828783783784
"2599","Queen Wood Close","Penylan",0.420744
"2600","Queens Drive","Wenvoe",0.05387
"2601","Queens Road","Butetown",0.00012
"2602","Queens Road South","Butetown",0.00012
"2603","Queensberry Road","Penylan",0.244389
"2604","Queenwood","Penylan",0.416094324324324
"2605","Quentin Street","Gabalfa",0.0633575
"2606","Rachel Close","Llandaff",0.201778666666667
"2607","Radnor Road","Canton",0.0298273076923077
"2608","Radyr Court Close","Llandaff",0.147341351351351
"2609","Radyr Court Rise","Llandaff",0.25422
"2610","Radyr Court Road","Llandaff",0.669335365853658
"2611","Radyr Farm Road","Radyr and Morganstown",0.39969
"2612","Radyr Place","Llandaff North",0.112117727272727
"2613","Radyr Road","Llandaff North",0.0471448387096774
"2614","Raglan Close","Trowbridge",0.03413
"2615","Ragnall Close","Thornhill",0.0784233333333333
"2616","Railway Street","Gabalfa",0.112363333333333
"2617","Railway Street","Splott",0.0119930327868852
"2618","Railway Terrace","Riverside",0.193338823529412
"2619","Rambler Close","Thornhill",0.191336
"2620","Ramsons Way","St. Fagans",0.130041153846154
"2621","Rannoch Drive","Cyncoed",0.297509122807018
"2622","Ravens Court Close","Penylan",0.214335833333333
"2623","Ravensbrook","Radyr and Morganstown",0.229173333333333
"2624","Rawden Mews","Riverside",0.133393125
"2625","Rawden Place","Riverside",0.11561
"2626","Reardon Smith Court","Fairwater",0.182263548387097
"2627","Rectory Road","Canton",0.0368055555555556
"2628","Red House Close","Ely",0.1207625
"2629","Red House Crescent","Ely",0.0997943137254902
"2630","Red House Place","Ely",0.139404285714286
"2631","Red House Road","Ely",0.0725
"2632","Redbrink Court","Ely",0.213396
"2633","Redcliffe Avenue","Canton",0.037777619047619
"2634","Redlaver Street","Grangetown",0.0154255555555556
"2635","Redwood Close","Trowbridge",0.123227777777778
"2636","Redwood Court","Llanishen",0.246749230769231
"2637","Regent Avenue","Wenvoe",0.00417263157894737
"2638","Regent Gardens","Whitchurch",0.0560677777777778
"2639","Regina Terrace","Canton",0.0248425
"2640","Reigate Close","Thornhill",0.162565714285714
"2641","Relf Road","Rumney",0.23162
"2642","Rennie Street","Riverside",0.0451072727272727
"2643","Restways Close","Fairwater",0.3845756
"2644","Rheidol Close","Llanishen",0.152657142857143
"2645","Rhigos Gardens","Cathays",0.240730434782609
"2646","Rhiwbina Hill","Rhiwbina",0.549925808823529
"2647","Rhiwbina Hill","Tongwynlais",0.814371666666667
"2648","Rhiwlas","Thornhill",0.1291115
"2649","Rhododendron Close","Pentwyn",0.1721075
"2650","Rhos Llan","Rhiwbina",0.136464
"2651","Rhossilly Avenue","Rumney",0.16352
"2652","Rhossilly Road","Rumney",0.226269736842105
"2653","Rhyd-y-penau Road","Cyncoed",0.235825714285714
"2654","Rhyd y Penau Close","Cyncoed",0.096864
"2655","Rhydhelig Avenue","Heath",0.106704153846154
"2656","Rhygoes Street","Cathays",0.0139096666666667
"2657","Rhyl Road","Rumney",0.1479771875
"2658","Rhymney River Bridge Road","Penylan",0.0385515254237288
"2659","Rhymney Street","Cathays",0.0468768518518519
"2660","Rhymney Terrace","Cathays",0.0379027272727273
"2661","Rialto Court","Whitchurch",0.0889255555555555
"2662","Richard Lewis Close","Llandaff",0.156865
"2663","Richards Place","Adamsdown",5.66666666666667e-05
"2664","Richards Street","Cathays",0.0938304347826087
"2665","Richards Terrace","Adamsdown",0.0979580952380952
"2666","Richmond Crescent","Roath",0.287433125
"2667","Richmond Road","Roath",0.183891568627451
"2668","Richs Road","Heath",0.10961
"2669","Ridgeway","Lisvane",0.186964949494949
"2670","Ridgeway Road","Llanrumney",0.121275785123967
"2671","Risca Close","Trowbridge",0.0734866666666667
"2672","River View","Llandaff North",0.335137272727273
"2673","River View Court","Llandaff",0.222082857142857
"2674","Riversdale","Llandaff",0.353071136363636
"2675","Riverside Terrace","Caerau",0.197072962962963
"2676","Roath Court Place","Roath",0.0880815789473684
"2677","Roath Court Road","Roath",0.156145873015873
"2678","Roath Dock Road","Butetown",0.0119402877697842
"2679","Robert Street","Caerau",0.0150938888888889
"2680","Robert Street","Cathays",0.0109775342465753
"2681","Robin Close","Pentwyn",0.2365075
"2682","Roche Crescent","Fairwater",0.18696972972973
"2683","Rogerstone Close","Trowbridge",0.0381775
"2684","Rolls Street","Riverside",0.0473704347826087
"2685","Roman Close","Caerau",0.0137028571428571
"2686","Romilly Crescent","Pontcanna",0.171376603773585
"2687","Romilly Place","Canton",0.0439875
"2688","Romilly Road","Canton",0.216140568181818
"2689","Romilly Road","Pontcanna",0.03582
"2690","Romilly Road West","Canton",0.0381563414634146
"2691","Ronald Place","Ely",0.144547142857143
"2692","Rookwood Avenue","Llandaff",0.385188666666667
"2693","Rookwood Close","Llandaff",0.334017777777778
"2694","Rookwood Street","Grangetown",0.00891
"2695","Roper Close","Llandaff",0.136784
"2696","Rose Street","Roath",0.0124125
"2697","Rosedale Close","Fairwater",0.293600666666667
"2698","Rosemary Street","Butetown",0.397131111111111
"2699","Rosemount Place","Heath",0.0786583333333333
"2700","Rosewood Close","Lisvane",0.300195333333333
"2701","Rosset Close","Trowbridge",0.0312166666666667
"2702","Rossetti Close","Llandaff",0.137011111111111
"2703","Round Wood","Llanedeyrn",0.0796603571428571
"2704","Round Wood Close","Penylan",0.17486
"2705","Roundel Close","Thornhill",0.171629523809524
"2706","Rover Way","Adamsdown",0.218658947368421
"2707","Rover Way","Butetown",0.14375
"2708","Rover Way","Penylan",0.286689444444444
"2709","Rover Way","Tremorfa",0.123484166666667
"2710","Rowan Court","Llandaff",0.574538
"2711","Rowan Way","Lisvane",0.216981132075472
"2712","Roxby Court","Butetown",0.23594
"2713","Royal Stuart Lane","Butetown",0.435768888888889
"2714","Royde Close","Ely",0.11929
"2715","Ruby Street","Adamsdown",0.00173269230769231
"2716","Rudry Road","Lisvane",0.321898571428571
"2717","Rudry Street","Grangetown",0.01252
"2718","Rumney Bridge","",0.180985
"2719","Rumney Bridge","Rumney",0.17251
"2720","Runcorn Close","Old St. Mellons",0.18257
"2721","Runway Road","Tremorfa",0.210746333333333
"2722","Ruperra Close","Old St. Mellons",0.251725
"2723","Rushbrook Close","Whitchurch",0.58484875
"2724","Ruskin Close","Llanrumney",0.1354525
"2725","Russell Street","Roath",0.027886
"2726","Ruthin Gardens","Cathays",0.39309875
"2727","Rutland Street","Grangetown",0.0407694736842105
"2728","Ryder Street","Pontcanna",0.186483658536585
"2729","Ryder Street","Riverside",0.37634
"2730","Sable Close","Lisvane",0.169776
"2731","Sachville Avenue","Gabalfa",0.0356194736842105
"2732","Saffron Drive","Trowbridge",0.10546625
"2733","Saint Ambrose Road","Heath",0.0816936842105263
"2734","Saint Andrew's Crescent","Castle",0.219539375
"2735","Saint Andrew's Lane","Castle",0.0599792307692308
"2736","Saint Benedict Crescent","Heath",0.157934897959184
"2737","Saint Canna Close","Canton",0.22839125
"2738","Saint Davids Crescent","Ely",0.0929431578947368
"2739","Saint Edwen Gardens","Heath",0.265619
"2740","Saint Fagans Road","Fairwater",0.101607333333333
"2741","Saint Georges Road","Heath",0.0971486363636364
"2742","Saint Isan Road","Heath",0.11745
"2743","Saint John's Crescent","Canton",0.220323448275862
"2744","Saint Mark's Avenue","Gabalfa",0.0652818181818182
"2745","Saint Mark's Gardens","Gabalfa",0.137213333333333
"2746","Saint Mary Street","Butetown",0.0732368181818182
"2747","Saint Mary Street","Castle",0.039762619047619
"2748","Saint Peter's Crescent","Castle",0.192375
"2749","Saint Peter's Street","Roath",0.0550213888888889
"2750","Salisbury Road","Cathays",0.0383786111111111
"2751","Salmon Close","Penylan",0.106278333333333
"2752","Salvia Close","Trowbridge",0.0807363636363636
"2753","Samuels Crescent","Whitchurch",0.128945294117647
"2754","Sanatorium Road","Canton",0.0765197101449275
"2755","Sanctuary Court","Caerau",0.088451875
"2756","Sandbrook Road","Trowbridge",0.196082058823529
"2757","Sanderling Drive","Trowbridge",0.125684035087719
"2758","Sandon Street","Adamsdown",0.268599375
"2759","Sandpiper Close","Trowbridge",0.160541
"2760","Sandringham Road","Penylan",0.248641145833333
"2761","Sandwick Court","Cyncoed",0.24741
"2762","Sanquhar Street","Splott",0.0324251764705882
"2763","Sapele Drive","Splott",0.0596766666666667
